OBJECTID,VACCINATION_DATE,AgeRange,FirstDailyDose,FirstDailyDoseCumulative,SecondDailyDose,SecondDailyDoseCumulative,SingleDailyDose,SingleDailyDoseCumulative,AtLeastOnceDose,AtLeastOneDoseCumulative,FullyVaccinated,FullyVaccinatedCumulative
1,12/14/2020 15:00:00,age30to39,2,2,,0,,0,,2,,0
2,12/15/2020 15:00:00,age30to39,7,9,,0,,0,,9,,0
3,12/16/2020 15:00:00,age30to39,191,200,,0,,0,,200,,0
4,12/17/2020 15:00:00,age30to39,312,512,,0,,0,,512,,0
5,12/18/2020 15:00:00,age30to39,777,1289,3,3,,0,,1289,,3
6,12/19/2020 15:00:00,age30to39,232,1521,,3,,0,,1521,,3
7,12/20/2020 15:00:00,age30to39,86,1607,,3,,0,,1607,,3
8,12/21/2020 15:00:00,age30to39,1111,2718,1,4,,0,,2718,,4
9,12/22/2020 15:00:00,age30to39,1260,3978,4,8,,0,,3978,,8
10,12/23/2020 15:00:00,age30to39,1275,5253,6,14,,0,,5253,,14
11,12/24/2020 15:00:00,age30to39,638,5891,4,18,,0,,5891,,18
12,12/25/2020 15:00:00,age30to39,79,5970,,18,,0,,5970,,18
13,12/26/2020 15:00:00,age30to39,259,6229,2,20,,0,,6229,,20
14,12/27/2020 15:00:00,age30to39,286,6515,2,22,,0,,6515,,22
15,12/28/2020 15:00:00,age30to39,1988,8503,10,32,,0,,8503,,32
16,12/29/2020 15:00:00,age30to39,2196,10699,6,38,,0,,10699,,38
17,12/30/2020 15:00:00,age30to39,2682,13381,8,46,,0,,13381,,46
18,12/31/2020 15:00:00,age30to39,1637,15018,2,48,,0,,15018,,48
19,1/1/2021 15:00:00,age30to39,259,15277,22,70,,0,,15277,,70
20,1/2/2021 15:00:00,age30to39,514,15791,9,79,,0,,15791,,79
21,1/3/2021 15:00:00,age30to39,530,16321,29,108,,0,,16321,,108
22,1/4/2021 15:00:00,age30to39,2408,18729,77,185,,0,,18729,,185
23,1/5/2021 15:00:00,age30to39,2280,21009,118,303,,0,,21009,,303
24,1/6/2021 15:00:00,age30to39,2804,23813,239,542,,0,,23813,,542
25,1/7/2021 15:00:00,age30to39,3015,26828,488,1030,,0,,26828,,1030
26,1/8/2021 15:00:00,age30to39,3080,29908,671,1701,,0,,29908,,1701
27,1/9/2021 15:00:00,age30to39,901,30809,253,1954,,0,,30809,,1954
28,1/10/2021 15:00:00,age30to39,465,31274,103,2057,,0,,31274,,2057
29,1/11/2021 15:00:00,age30to39,2425,33699,930,2987,,0,,33699,,2987
30,1/12/2021 15:00:00,age30to39,3065,36764,1099,4086,,0,,36764,,4086
31,1/13/2021 15:00:00,age30to39,3382,40146,858,4944,,0,,40146,,4944
32,1/14/2021 15:00:00,age30to39,3177,43323,493,5437,,0,,43323,,5437
33,1/15/2021 15:00:00,age30to39,3377,46700,312,5749,,0,,46700,,5749
34,1/16/2021 15:00:00,age30to39,882,47582,262,6011,,0,,47582,,6011
35,1/17/2021 15:00:00,age30to39,306,47888,257,6268,,0,,47888,,6268
36,1/18/2021 15:00:00,age30to39,748,48636,499,6767,,0,,48636,,6767
37,1/19/2021 15:00:00,age30to39,1720,50356,1097,7864,,0,,50356,,7864
38,1/20/2021 15:00:00,age30to39,2023,52379,1105,8969,,0,,52379,,8969
39,1/21/2021 15:00:00,age30to39,2576,54955,759,9728,,0,,54955,,9728
40,1/22/2021 15:00:00,age30to39,3430,58385,616,10344,,0,,58385,,10344
41,1/23/2021 15:00:00,age30to39,1148,59533,303,10647,,0,,59533,,10647
42,12/18/2020 15:00:00,age10to19,2,2,,0,,0,,2,,0
43,12/19/2020 15:00:00,age10to19,1,3,,0,,0,,3,,0
44,12/20/2020 15:00:00,age10to19,1,4,,0,,0,,4,,0
45,12/21/2020 15:00:00,age10to19,6,10,,0,,0,,10,,0
46,12/22/2020 15:00:00,age10to19,28,38,,0,,0,,38,,0
47,12/23/2020 15:00:00,age10to19,8,46,,0,,0,,46,,0
48,12/24/2020 15:00:00,age10to19,4,50,,0,,0,,50,,0
49,12/25/2020 15:00:00,age10to19,26,76,,0,,0,,76,,0
50,12/26/2020 15:00:00,age10to19,12,88,,0,,0,,88,,0
51,12/27/2020 15:00:00,age10to19,4,92,,0,,0,,92,,0
52,12/28/2020 15:00:00,age10to19,15,107,,0,,0,,107,,0
53,12/29/2020 15:00:00,age10to19,31,138,,0,,0,,138,,0
54,12/30/2020 15:00:00,age10to19,63,201,,0,,0,,201,,0
55,12/31/2020 15:00:00,age10to19,56,257,,0,,0,,257,,0
56,1/1/2021 15:00:00,age10to19,13,270,,0,,0,,270,,0
57,1/2/2021 15:00:00,age10to19,12,282,,0,,0,,282,,0
58,1/3/2021 15:00:00,age10to19,12,294,1,1,,0,,294,,1
59,1/4/2021 15:00:00,age10to19,88,382,2,3,,0,,382,,3
60,1/5/2021 15:00:00,age10to19,61,443,,3,,0,,443,,3
61,1/6/2021 15:00:00,age10to19,74,517,,3,,0,,517,,3
62,1/7/2021 15:00:00,age10to19,84,601,1,4,,0,,601,,4
63,1/8/2021 15:00:00,age10to19,145,746,1,5,,0,,746,,5
64,1/9/2021 15:00:00,age10to19,33,779,3,8,,0,,779,,8
65,1/10/2021 15:00:00,age10to19,30,809,1,9,,0,,809,,9
66,1/11/2021 15:00:00,age10to19,94,903,5,14,,0,,903,,14
67,1/12/2021 15:00:00,age10to19,113,1016,25,39,,0,,1016,,39
68,1/13/2021 15:00:00,age10to19,148,1164,2,41,,0,,1164,,41
69,1/14/2021 15:00:00,age10to19,128,1292,1,42,,0,,1292,,42
70,1/15/2021 15:00:00,age10to19,124,1416,29,71,,0,,1416,,71
71,1/16/2021 15:00:00,age10to19,23,1439,11,82,,0,,1439,,82
72,1/17/2021 15:00:00,age10to19,23,1462,4,86,,0,,1462,,86
73,1/18/2021 15:00:00,age10to19,37,1499,8,94,,0,,1499,,94
74,1/19/2021 15:00:00,age10to19,68,1567,10,104,,0,,1567,,104
75,1/20/2021 15:00:00,age10to19,91,1658,18,122,,0,,1658,,122
76,1/21/2021 15:00:00,age10to19,118,1776,10,132,,0,,1776,,132
77,1/22/2021 15:00:00,age10to19,99,1875,14,146,,0,,1875,,146
78,1/23/2021 15:00:00,age10to19,56,1931,5,151,,0,,1931,,151
79,1/24/2021 15:00:00,age10to19,42,1973,9,160,,0,,1973,,160
80,1/25/2021 15:00:00,age10to19,45,2018,41,201,,0,,2018,,201
81,1/26/2021 15:00:00,age10to19,72,2090,44,245,,0,,2090,,245
82,1/27/2021 15:00:00,age10to19,79,2169,70,315,,0,,2169,,315
83,1/24/2021 15:00:00,age30to39,258,59791,248,10895,,0,,59791,,10895
84,1/25/2021 15:00:00,age30to39,1565,61356,1599,12494,,0,,61356,,12494
85,1/26/2021 15:00:00,age30to39,1796,63152,1577,14071,,0,,63152,,14071
86,1/27/2021 15:00:00,age30to39,2210,65362,2423,16494,,0,,65362,,16494
87,1/28/2021 15:00:00,age30to39,2113,67475,1806,18300,,0,,67475,,18300
88,1/29/2021 15:00:00,age30to39,2235,69710,1451,19751,,0,,69710,,19751
89,1/30/2021 15:00:00,age30to39,1554,71264,501,20252,,0,,71264,,20252
90,1/31/2021 15:00:00,age30to39,508,71772,152,20404,,0,,71772,,20404
91,2/1/2021 15:00:00,age30to39,551,72323,750,21154,,0,,72323,,21154
92,2/2/2021 15:00:00,age30to39,1014,73337,2424,23578,,0,,73337,,23578
93,2/3/2021 15:00:00,age30to39,1688,75025,3606,27184,,0,,75025,,27184
94,2/4/2021 15:00:00,age30to39,1921,76946,2964,30148,,0,,76946,,30148
95,2/5/2021 15:00:00,age30to39,1919,78865,3125,33273,,0,,78865,,33273
96,2/6/2021 15:00:00,age30to39,1285,80150,1072,34345,,0,,80150,,34345
97,2/7/2021 15:00:00,age30to39,492,80642,234,34579,,0,,80642,,34579
98,2/8/2021 15:00:00,age30to39,1185,81827,2133,36712,,0,,81827,,36712
99,2/9/2021 15:00:00,age30to39,1446,83273,2109,38821,,0,,83273,,38821
100,2/10/2021 15:00:00,age30to39,1517,84790,3358,42179,,0,,84790,,42179
101,2/11/2021 15:00:00,age30to39,2079,86869,2765,44944,,0,,86869,,44944
102,2/12/2021 15:00:00,age30to39,2146,89015,3070,48014,,0,,89015,,48014
103,2/13/2021 15:00:00,age30to39,1087,90102,803,48817,,0,,90102,,48817
104,2/14/2021 15:00:00,age30to39,793,90895,264,49081,,0,,90895,,49081
105,2/15/2021 15:00:00,age30to39,1074,91969,1511,50592,,0,,91969,,50592
106,2/16/2021 15:00:00,age30to39,1612,93581,2149,52741,,0,,93581,,52741
107,2/17/2021 15:00:00,age30to39,2235,95816,2906,55647,,0,,95816,,55647
108,2/18/2021 15:00:00,age30to39,370,96186,544,56191,,0,,96186,,56191
109,2/19/2021 15:00:00,age30to39,1037,97223,2324,58515,,0,,97223,,58515
110,2/20/2021 15:00:00,age30to39,1010,98233,2253,60768,,0,,98233,,60768
111,2/21/2021 15:00:00,age30to39,483,98716,578,61346,,0,,98716,,61346
112,2/22/2021 15:00:00,age30to39,747,99463,1645,62991,,0,,99463,,62991
113,2/23/2021 15:00:00,age30to39,1467,100930,1360,64351,,0,,100930,,64351
114,2/24/2021 15:00:00,age30to39,1838,102768,2181,66532,,0,,102768,,66532
115,2/25/2021 15:00:00,age30to39,1879,104647,2394,68926,,0,,104647,,68926
116,2/26/2021 15:00:00,age30to39,2407,107054,2618,71544,,0,,107054,,71544
117,2/27/2021 15:00:00,age30to39,1668,108722,1136,72680,,0,,108722,,72680
118,2/28/2021 15:00:00,age30to39,1531,110253,428,73108,,0,,110253,,73108
119,3/1/2021 15:00:00,age30to39,2573,112826,949,74057,,0,,112826,,74057
120,3/2/2021 15:00:00,age30to39,2221,115047,1033,75090,2,2,2223,115049,1035,75092
121,3/3/2021 15:00:00,age30to39,3157,118204,1648,76738,20,22,3177,118226,1668,76760
122,3/4/2021 15:00:00,age30to39,3175,121379,1496,78234,461,483,3636,121862,1957,78717
123,3/5/2021 15:00:00,age30to39,2576,123955,1847,80081,437,920,3013,124875,2284,81001
124,12/14/2020 15:00:00,age50to59,1,1,,0,,0,,1,,0
125,12/15/2020 15:00:00,age50to59,17,18,1,1,,0,,18,,1
126,12/16/2020 15:00:00,age50to59,75,93,,1,,0,,93,,1
127,12/17/2020 15:00:00,age50to59,221,314,,1,,0,,314,,1
128,12/18/2020 15:00:00,age50to59,636,950,2,3,,0,,950,,3
129,12/19/2020 15:00:00,age50to59,197,1147,2,5,,0,,1147,,5
130,12/20/2020 15:00:00,age50to59,58,1205,,5,,0,,1205,,5
131,12/21/2020 15:00:00,age50to59,774,1979,2,7,,0,,1979,,7
132,12/22/2020 15:00:00,age50to59,1261,3240,2,9,,0,,3240,,9
133,12/23/2020 15:00:00,age50to59,1231,4471,6,15,,0,,4471,,15
134,12/24/2020 15:00:00,age50to59,600,5071,3,18,,0,,5071,,18
135,12/25/2020 15:00:00,age50to59,223,5294,1,19,,0,,5294,,19
136,12/26/2020 15:00:00,age50to59,414,5708,1,20,,0,,5708,,20
137,12/27/2020 15:00:00,age50to59,340,6048,1,21,,0,,6048,,21
138,12/28/2020 15:00:00,age50to59,1891,7939,4,25,,0,,7939,,25
139,12/29/2020 15:00:00,age50to59,2355,10294,5,30,,0,,10294,,30
140,12/30/2020 15:00:00,age50to59,2749,13043,18,48,,0,,13043,,48
141,12/31/2020 15:00:00,age50to59,1585,14628,4,52,,0,,14628,,52
142,1/1/2021 15:00:00,age50to59,375,15003,17,69,,0,,15003,,69
143,1/2/2021 15:00:00,age50to59,472,15475,2,71,,0,,15475,,71
144,1/3/2021 15:00:00,age50to59,660,16135,12,83,,0,,16135,,83
145,1/4/2021 15:00:00,age50to59,2758,18893,53,136,,0,,18893,,136
146,1/5/2021 15:00:00,age50to59,2573,21466,103,239,,0,,21466,,239
147,1/6/2021 15:00:00,age50to59,3364,24830,140,379,,0,,24830,,379
148,1/7/2021 15:00:00,age50to59,3262,28092,334,713,,0,,28092,,713
149,1/8/2021 15:00:00,age50to59,3405,31497,565,1278,,0,,31497,,1278
150,1/9/2021 15:00:00,age50to59,1001,32498,180,1458,,0,,32498,,1458
151,1/10/2021 15:00:00,age50to59,589,33087,63,1521,,0,,33087,,1521
152,1/11/2021 15:00:00,age50to59,2717,35804,713,2234,,0,,35804,,2234
153,1/12/2021 15:00:00,age50to59,3292,39096,1170,3404,,0,,39096,,3404
154,1/13/2021 15:00:00,age50to59,3869,42965,788,4192,,0,,42965,,4192
155,1/14/2021 15:00:00,age50to59,3628,46593,373,4565,,0,,46593,,4565
156,1/15/2021 15:00:00,age50to59,3823,50416,433,4998,,0,,50416,,4998
157,1/16/2021 15:00:00,age50to59,847,51263,297,5295,,0,,51263,,5295
158,1/17/2021 15:00:00,age50to59,360,51623,258,5553,,0,,51623,,5553
159,1/18/2021 15:00:00,age50to59,906,52529,682,6235,,0,,52529,,6235
160,1/19/2021 15:00:00,age50to59,1944,54473,1031,7266,,0,,54473,,7266
161,1/20/2021 15:00:00,age50to59,2362,56835,1078,8344,,0,,56835,,8344
162,1/21/2021 15:00:00,age50to59,2930,59765,760,9104,,0,,59765,,9104
163,1/22/2021 15:00:00,age50to59,4078,63843,679,9783,,0,,63843,,9783
164,1/23/2021 15:00:00,age50to59,1207,65050,344,10127,,0,,65050,,10127
165,3/6/2021 15:00:00,age30to39,1842,125797,954,81035,779,1699,2621,127496,1733,82734
166,3/7/2021 15:00:00,age30to39,1301,127098,547,81582,888,2587,2189,129685,1435,84169
167,3/8/2021 15:00:00,age30to39,2421,129519,968,82550,957,3544,3378,133063,1925,86094
168,3/9/2021 15:00:00,age30to39,2626,132145,1347,83897,983,4527,3609,136672,2330,88424
169,3/10/2021 15:00:00,age30to39,3011,135156,1683,85580,1044,5571,4055,140727,2727,91151
170,3/11/2021 15:00:00,age30to39,4101,139257,1431,87011,388,5959,4489,145216,1819,92970
171,3/12/2021 15:00:00,age30to39,4145,143402,1972,88983,319,6278,4464,149680,2291,95261
172,3/13/2021 15:00:00,age30to39,2910,146312,1016,89999,156,6434,3066,152746,1172,96433
173,3/14/2021 15:00:00,age30to39,2485,148797,657,90656,120,6554,2605,155351,777,97210
174,3/15/2021 15:00:00,age30to39,4115,152912,962,91618,71,6625,4186,159537,1033,98243
175,3/16/2021 15:00:00,age30to39,4330,157242,1220,92838,65,6690,4395,163932,1285,99528
176,3/17/2021 15:00:00,age30to39,4601,161843,1494,94332,158,6848,4759,168691,1652,101180
177,3/18/2021 15:00:00,age30to39,5638,167481,1336,95668,165,7013,5803,174494,1501,102681
178,3/19/2021 15:00:00,age30to39,4980,172461,1349,97017,129,7142,5109,179603,1478,104159
179,3/20/2021 15:00:00,age30to39,3741,176202,1136,98153,98,7240,3839,183442,1234,105393
180,3/21/2021 15:00:00,age30to39,3032,179234,847,99000,40,7280,3072,186514,887,106280
181,3/22/2021 15:00:00,age30to39,4781,184015,1115,100115,89,7369,4870,191384,1204,107484
182,3/23/2021 15:00:00,age30to39,5265,189280,1802,101917,112,7481,5377,196761,1914,109398
183,3/24/2021 15:00:00,age30to39,5729,195009,2173,104090,128,7609,5857,202618,2301,111699
184,3/25/2021 15:00:00,age30to39,6175,201184,2021,106111,309,7918,6484,209102,2330,114029
185,3/26/2021 15:00:00,age30to39,5238,206422,2383,108494,349,8267,5587,214689,2732,116761
186,3/27/2021 15:00:00,age30to39,3895,210317,1518,110012,236,8503,4131,218820,1754,118515
187,3/28/2021 15:00:00,age30to39,2519,212836,1210,111222,171,8674,2690,221510,1381,119896
188,3/29/2021 15:00:00,age30to39,4457,217293,2578,113800,127,8801,4584,226094,2705,122601
189,3/30/2021 15:00:00,age30to39,6127,223420,2839,116639,231,9032,6358,232452,3070,125671
190,3/31/2021 15:00:00,age30to39,6350,229770,3434,120073,910,9942,7260,239712,4344,130015
191,4/1/2021 15:00:00,age30to39,6285,236055,4340,124413,781,10723,7066,246778,5121,135136
192,4/2/2021 15:00:00,age30to39,5441,241496,3348,127761,967,11690,6408,253186,4315,139451
193,4/3/2021 15:00:00,age30to39,3951,245447,2268,130029,750,12440,4701,257887,3018,142469
194,4/4/2021 15:00:00,age30to39,1567,247014,1392,131421,174,12614,1741,259628,1566,144035
195,4/5/2021 15:00:00,age30to39,4978,251992,3171,134592,1014,13628,5992,265620,4185,148220
196,4/6/2021 15:00:00,age30to39,7135,259127,3582,138174,1846,15474,8981,274601,5428,153648
197,4/7/2021 15:00:00,age30to39,6623,265750,3921,142095,2384,17858,9007,283608,6305,159953
198,4/8/2021 15:00:00,age30to39,7581,273331,4572,146667,2285,20143,9866,293474,6857,166810
199,4/9/2021 15:00:00,age30to39,6523,279854,4298,150965,2305,22448,8828,302302,6603,173413
200,4/10/2021 15:00:00,age30to39,4540,284394,3295,154260,1385,23833,5925,308227,4680,178093
201,4/11/2021 15:00:00,age30to39,3594,287988,1879,156139,2293,26126,5887,314114,4172,182265
202,4/12/2021 15:00:00,age30to39,4850,292838,4857,160996,1936,28062,6786,320900,6793,189058
203,4/13/2021 15:00:00,age30to39,7952,300790,4991,165987,68,28130,8020,328920,5059,194117
204,4/14/2021 15:00:00,age30to39,7551,308341,4907,170894,31,28161,7582,336502,4938,199055
205,1/28/2021 15:00:00,age10to19,95,2264,47,362,,0,,2264,,362
206,1/29/2021 15:00:00,age10to19,130,2394,68,430,,0,,2394,,430
207,1/30/2021 15:00:00,age10to19,78,2472,4,434,,0,,2472,,434
208,1/31/2021 15:00:00,age10to19,36,2508,11,445,,0,,2508,,445
209,2/1/2021 15:00:00,age10to19,93,2601,19,464,,0,,2601,,464
210,2/2/2021 15:00:00,age10to19,99,2700,85,549,,0,,2700,,549
211,2/3/2021 15:00:00,age10to19,108,2808,125,674,,0,,2808,,674
212,2/4/2021 15:00:00,age10to19,63,2871,86,760,,0,,2871,,760
213,2/5/2021 15:00:00,age10to19,75,2946,132,892,,0,,2946,,892
214,2/6/2021 15:00:00,age10to19,50,2996,35,927,,0,,2996,,927
215,2/7/2021 15:00:00,age10to19,28,3024,12,939,,0,,3024,,939
216,2/8/2021 15:00:00,age10to19,43,3067,85,1024,,0,,3067,,1024
217,2/9/2021 15:00:00,age10to19,71,3138,76,1100,,0,,3138,,1100
218,2/10/2021 15:00:00,age10to19,90,3228,118,1218,,0,,3228,,1218
219,2/11/2021 15:00:00,age10to19,117,3345,125,1343,,0,,3345,,1343
220,2/12/2021 15:00:00,age10to19,81,3426,117,1460,,0,,3426,,1460
221,2/13/2021 15:00:00,age10to19,48,3474,33,1493,,0,,3474,,1493
222,2/14/2021 15:00:00,age10to19,44,3518,15,1508,,0,,3518,,1508
223,2/15/2021 15:00:00,age10to19,55,3573,102,1610,,0,,3573,,1610
224,2/16/2021 15:00:00,age10to19,82,3655,83,1693,,0,,3655,,1693
225,2/17/2021 15:00:00,age10to19,66,3721,105,1798,,0,,3721,,1798
226,2/18/2021 15:00:00,age10to19,24,3745,15,1813,,0,,3745,,1813
227,2/19/2021 15:00:00,age10to19,52,3797,99,1912,,0,,3797,,1912
228,2/20/2021 15:00:00,age10to19,68,3865,123,2035,,0,,3865,,2035
229,2/21/2021 15:00:00,age10to19,49,3914,36,2071,,0,,3914,,2071
230,2/22/2021 15:00:00,age10to19,36,3950,93,2164,,0,,3950,,2164
231,2/23/2021 15:00:00,age10to19,95,4045,125,2289,,0,,4045,,2289
232,2/24/2021 15:00:00,age10to19,117,4162,89,2378,,0,,4162,,2378
233,2/25/2021 15:00:00,age10to19,124,4286,104,2482,,0,,4286,,2482
234,2/26/2021 15:00:00,age10to19,135,4421,93,2575,,0,,4421,,2575
235,2/27/2021 15:00:00,age10to19,147,4568,55,2630,,0,,4568,,2630
236,2/28/2021 15:00:00,age10to19,108,4676,17,2647,,0,,4676,,2647
237,3/1/2021 15:00:00,age10to19,197,4873,55,2702,,0,,4873,,2702
238,3/2/2021 15:00:00,age10to19,145,5018,46,2748,,0,,5018,,2748
239,3/3/2021 15:00:00,age10to19,189,5207,67,2815,2,2,191,5209,69,2817
240,3/4/2021 15:00:00,age10to19,197,5404,71,2886,21,23,218,5427,92,2909
241,3/5/2021 15:00:00,age10to19,190,5594,87,2973,29,52,219,5646,116,3025
242,3/6/2021 15:00:00,age10to19,211,5805,54,3027,40,92,251,5897,94,3119
243,3/7/2021 15:00:00,age10to19,125,5930,40,3067,54,146,179,6076,94,3213
244,3/8/2021 15:00:00,age10to19,240,6170,39,3106,47,193,287,6363,86,3299
245,3/9/2021 15:00:00,age10to19,235,6405,98,3204,70,263,305,6668,168,3467
246,4/15/2021 15:00:00,age30to39,8030,316371,4933,175827,19,28180,8049,344551,4952,204007
247,4/16/2021 15:00:00,age30to39,6979,323350,4985,180812,2,28182,6981,351532,4987,208994
248,4/17/2021 15:00:00,age30to39,6176,329526,2767,183579,1,28183,6177,357709,2768,211762
249,4/18/2021 15:00:00,age30to39,3710,333236,2336,185915,,28183,,361419,,214098
250,4/19/2021 15:00:00,age30to39,5698,338934,4995,190910,8,28191,5706,367125,5003,219101
251,4/20/2021 15:00:00,age30to39,5470,344404,5771,196681,2,28193,5472,372597,5773,224874
252,4/21/2021 15:00:00,age30to39,7756,352160,6604,203285,2,28195,7758,380355,6606,231480
253,4/22/2021 15:00:00,age30to39,6759,358919,6122,209407,3,28198,6762,387117,6125,237605
254,4/23/2021 15:00:00,age30to39,6095,365014,5823,215230,4,28202,6099,393216,5827,243432
255,4/24/2021 15:00:00,age30to39,5004,370018,4793,220023,18,28220,5022,398238,4811,248243
256,4/25/2021 15:00:00,age30to39,3719,373737,1484,221507,5,28225,3724,401962,1489,249732
257,4/26/2021 15:00:00,age30to39,4787,378524,4950,226457,27,28252,4814,406776,4977,254709
258,4/27/2021 15:00:00,age30to39,4858,383382,5604,232061,185,28437,5043,411819,5789,260498
259,4/28/2021 15:00:00,age30to39,5165,388547,6744,238805,208,28645,5373,417192,6952,267450
260,4/29/2021 15:00:00,age30to39,5063,393610,6845,245650,221,28866,5284,422476,7066,274516
261,4/30/2021 15:00:00,age30to39,5441,399051,5728,251378,294,29160,5735,428211,6022,280538
262,5/1/2021 15:00:00,age30to39,3605,402656,4710,256088,164,29324,3769,431980,4874,285412
263,5/2/2021 15:00:00,age30to39,1799,404455,3079,259167,166,29490,1965,433945,3245,288657
264,5/3/2021 15:00:00,age30to39,2460,406915,5447,264614,337,29827,2797,436742,5784,294441
265,5/4/2021 15:00:00,age30to39,2559,409474,7385,271999,267,30094,2826,439568,7652,302093
266,5/5/2021 15:00:00,age30to39,3350,412824,6620,278619,323,30417,3673,443241,6943,309036
267,5/6/2021 15:00:00,age30to39,3033,415857,7079,285698,268,30685,3301,446542,7347,316383
268,5/7/2021 15:00:00,age30to39,3546,419403,6507,292205,289,30974,3835,450377,6796,323179
269,5/8/2021 15:00:00,age30to39,2050,421453,5484,297689,241,31215,2291,452668,5725,328904
270,5/9/2021 15:00:00,age30to39,988,422441,2166,299855,128,31343,1116,453784,2294,331198
271,5/10/2021 15:00:00,age30to39,1537,423978,5512,305367,230,31573,1767,455551,5742,336940
272,5/11/2021 15:00:00,age30to39,2239,426217,5648,311015,246,31819,2485,458036,5894,342834
273,5/12/2021 15:00:00,age30to39,2341,428558,7214,318229,338,32157,2679,460715,7552,350386
274,5/13/2021 15:00:00,age30to39,2232,430790,6422,324651,211,32368,2443,463158,6633,357019
275,5/14/2021 15:00:00,age30to39,2859,433649,5608,330259,292,32660,3151,466309,5900,362919
276,5/15/2021 15:00:00,age30to39,2152,435801,4447,334706,317,32977,2469,468778,4764,367683
277,5/16/2021 15:00:00,age30to39,998,436799,3345,338051,233,33210,1231,470009,3578,371261
278,5/17/2021 15:00:00,age30to39,1866,438665,4970,343021,394,33604,2260,472269,5364,376625
279,5/18/2021 15:00:00,age30to39,2630,441295,5590,348611,378,33982,3008,475277,5968,382593
280,5/19/2021 15:00:00,age30to39,2975,444270,5874,354485,328,34310,3303,478580,6202,388795
281,5/20/2021 15:00:00,age30to39,2747,447017,6042,360527,399,34709,3146,481726,6441,395236
282,5/21/2021 15:00:00,age30to39,2722,449739,5733,366260,318,35027,3040,484766,6051,401287
283,5/22/2021 15:00:00,age30to39,2134,451873,3575,369835,280,35307,2414,487180,3855,405142
284,5/23/2021 15:00:00,age30to39,1205,453078,2161,371996,214,35521,1419,488599,2375,407517
285,5/24/2021 15:00:00,age30to39,1857,454935,3167,375163,296,35817,2153,490752,3463,410980
286,1/24/2021 15:00:00,age50to59,356,65406,367,10494,,0,,65406,,10494
287,1/25/2021 15:00:00,age50to59,1720,67126,1886,12380,,0,,67126,,12380
288,1/26/2021 15:00:00,age50to59,1788,68914,1919,14299,,0,,68914,,14299
289,1/27/2021 15:00:00,age50to59,2486,71400,2660,16959,,0,,71400,,16959
290,1/28/2021 15:00:00,age50to59,2540,73940,2012,18971,,0,,73940,,18971
291,1/29/2021 15:00:00,age50to59,2708,76648,1680,20651,,0,,76648,,20651
292,1/30/2021 15:00:00,age50to59,1912,78560,472,21123,,0,,78560,,21123
293,1/31/2021 15:00:00,age50to59,626,79186,243,21366,,0,,79186,,21366
294,2/1/2021 15:00:00,age50to59,816,80002,1026,22392,,0,,80002,,22392
295,2/2/2021 15:00:00,age50to59,1362,81364,2723,25115,,0,,81364,,25115
296,2/3/2021 15:00:00,age50to59,2099,83463,3857,28972,,0,,83463,,28972
297,2/4/2021 15:00:00,age50to59,2603,86066,3302,32274,,0,,86066,,32274
298,2/5/2021 15:00:00,age50to59,2382,88448,3541,35815,,0,,88448,,35815
299,2/6/2021 15:00:00,age50to59,1351,89799,1219,37034,,0,,89799,,37034
300,2/7/2021 15:00:00,age50to59,690,90489,276,37310,,0,,90489,,37310
301,2/8/2021 15:00:00,age50to59,1411,91900,2357,39667,,0,,91900,,39667
302,2/9/2021 15:00:00,age50to59,1703,93603,2368,42035,,0,,93603,,42035
303,2/10/2021 15:00:00,age50to59,1962,95565,3705,45740,,0,,95565,,45740
304,2/11/2021 15:00:00,age50to59,2567,98132,2859,48599,,0,,98132,,48599
305,2/12/2021 15:00:00,age50to59,2610,100742,3389,51988,,0,,100742,,51988
306,2/13/2021 15:00:00,age50to59,1235,101977,722,52710,,0,,101977,,52710
307,2/14/2021 15:00:00,age50to59,921,102898,294,53004,,0,,102898,,53004
308,2/15/2021 15:00:00,age50to59,1152,104050,1527,54531,,0,,104050,,54531
309,2/16/2021 15:00:00,age50to59,2146,106196,2566,57097,,0,,106196,,57097
310,2/17/2021 15:00:00,age50to59,2896,109092,3421,60518,,0,,109092,,60518
311,2/18/2021 15:00:00,age50to59,443,109535,701,61219,,0,,109535,,61219
312,2/19/2021 15:00:00,age50to59,1237,110772,2857,64076,,0,,110772,,64076
313,2/20/2021 15:00:00,age50to59,1308,112080,2519,66595,,0,,112080,,66595
314,2/21/2021 15:00:00,age50to59,660,112740,760,67355,,0,,112740,,67355
315,2/22/2021 15:00:00,age50to59,952,113692,1987,69342,,0,,113692,,69342
316,2/23/2021 15:00:00,age50to59,1843,115535,1540,70882,,0,,115535,,70882
317,2/24/2021 15:00:00,age50to59,2409,117944,2507,73389,,0,,117944,,73389
318,2/25/2021 15:00:00,age50to59,2327,120271,2838,76227,,0,,120271,,76227
